s1,µA1,s2,µA2,s3,µA3,s4,µA4,Sensor 1 y(0.1),Sensor 2 y(0.1),Sensor 3 y(0.1),Sensor 4 y(0.1),Sensor 1 y(0.01),Sensor 2 y(0.01),Sensor 3 y(0.01),Sensor 4 y(0.01),Sensor 1 y(0.001),Sensor 2 y(0.001),Sensor 3 y(0.001),Sensor 4 y(0.001)
750.5,0.0121593,750.5,0.886445,750.5,2.47885,750.5,30.2113,0.01094337,0.7979909,2.2359250000000004,27.20889,0.012037707,0.87781379,2.4601375000000005,29.932119,0.0121471407,0.8857960789999999,2.48255875,30.2044419
750.75,0.0121593,750.75,0.88573,750.75,2.48457,750.75,30.2499,0.01094337,0.797729,2.231537,27.19403,0.012037707,0.8775734000000001,2.4541187,29.909573,0.0121471407,0.88555784,2.4763768699999997,30.1811273
751.0,0.0121593,751.0,0.887816,751.0,2.48314,751.0,30.2252,0.01094337,0.7973656,2.23597,27.222440000000002,0.012037707,0.8768935600000001,2.45971,29.947153999999998,0.0121471407,0.884846356,2.482084,30.219625399999998
751.25,0.0121593,751.25,0.889068,751.25,2.48791,751.25,30.2414,0.01094337,0.7991596000000001,2.235303,27.2043,0.012037707,0.87895036,2.4583563,29.92311,0.0121471407,0.8869294360000001,2.48066163,30.194991
751.5,0.0121593,751.5,0.890021,751.5,2.49268,751.5,30.2433,0.01094337,0.8002565,2.239596,27.21745,0.012037707,0.88018685,2.4630786,29.939005,0.0121471407,0.888179885,2.4854268599999996,30.2111605
751.75,0.0121593,751.75,0.889068,751.75,2.48886,751.75,30.2447,0.01094337,0.8009236,2.24303,27.21911,0.012037707,0.88111126,2.467715,29.940881,0.0121471407,0.8891300259999999,2.4901835,30.2130581
752.0,0.0121593,752.0,0.890021,752.0,2.4922,752.0,30.2619,0.01094337,0.8002565,2.240308,27.22195,0.012037707,0.88018685,2.4640047999999997,29.942425,0.0121471407,0.888179885,2.48637448,30.2144725
752.25,0.0121593,752.25,0.898128,752.25,2.49077,752.25,30.2452,0.01094337,0.8018296,2.242837,27.23404,0.012037707,0.88120186,2.4672636999999997,29.959114,0.0121471407,0.8891390859999999,2.48970637,30.2316214
752.5,0.0121593,752.5,0.89479,752.5,2.49136,752.5,30.2662,0.01094337,0.8079814,2.241752,27.22278,0.012037707,0.8891133400000001,2.4658682,29.942958,0.0121471407,0.8972265340000001,2.48827982,30.2149758
752.75,0.0121593,752.75,0.890498,752.75,2.49125,752.75,30.2538,0.01094337,0.8048818,2.2422129999999996,27.23834,0.012037707,0.88579918,2.4664452999999997,29.963414,0.0121471407,0.893890918,2.4888685299999995,30.235921400000002
753.0,0.0121593,753.0,0.893836,753.0,2.49125,753.0,30.2814,0.01094337,0.801782,2.242125,27.231180000000002,0.012037707,0.8816263999999999,2.4663375,29.951537999999996,0.0121471407,0.88961084,2.48875875,30.223573799999997
753.25,0.0121593,753.25,0.897651,753.25,2.48886,753.25,30.2297,0.01094337,0.8048339,2.241886,27.24809,0.012037707,0.8849357899999999,2.4663136,29.978069,0.0121471407,0.892945979,2.48875636,30.2510669
753.5,0.0121593,753.5,0.895267,753.5,2.49077,753.5,30.1956,0.01094337,0.8076475000000001,2.240165,27.20332,0.012037707,0.88865065,2.4639904999999995,29.927062000000003,0.0121471407,0.896750965,2.4863730499999996,30.1994362
753.75,0.0121593,753.75,0.891929,753.75,2.49268,753.75,30.188,0.01094337,0.8054065,2.241884,27.17528,0.012037707,0.8862809500000001,2.4658814,29.893568,0.0121471407,0.8943683950000001,2.48828114,30.1653968
754.0,0.0121593,754.0,0.890498,754.0,2.48552,754.0,30.1589,0.01094337,0.802593,2.242696,27.16629,0.012037707,0.8829954,2.4676816,29.885828999999998,0.0121471407,0.8910356399999999,2.49018016,30.1577829
754.25,0.0121593,754.25,0.891452,754.25,2.49077,754.25,30.1675,0.01094337,0.8015436,2.237493,27.14387,0.012037707,0.8816025599999999,2.4607172999999998,29.857397,0.0121471407,0.889608456,2.4830397300000002,30.1287497
754.5,0.0121593,754.5,0.887637,754.5,2.48552,754.5,30.2066,0.01094337,0.8019253,2.241168,27.154660000000003,0.012037707,0.88249933,2.4658098,29.866216,0.0121471407,0.890556733,2.4882739799999998,30.137371599999998
754.75,0.0121593,754.75,0.886683,754.75,2.48886,754.75,30.1999,0.01094337,0.7987779,2.237302,27.185270000000003,0.012037707,0.8787510900000001,2.4606982,29.904467,0.0121471407,0.886748409,2.4830378200000003,30.176386700000002
755.0,0.0121593,755.0,0.892882,755.0,2.486,755.0,30.2714,0.01094337,0.7986346,2.239688,27.18706,0.012037707,0.87787816,2.4639428,29.898616,0.0121471407,0.8858025159999999,2.4863682799999998,30.1697716
755.25,0.0121593,755.25,0.900035,755.25,2.48862,755.25,30.3606,0.01094337,0.8043091,2.2376620000000003,27.25318,0.012037707,0.8840247099999999,2.4611662000000005,29.969578,0.0121471407,0.8919962709999999,2.48351662,30.2412178
755.5,0.0121593,755.5,0.894313,755.5,2.48886,755.5,30.3196,0.01094337,0.8094593,2.239782,27.32044,0.012037707,0.8909774300000001,2.4637362,30.056584,0.0121471407,0.899129243,2.48613162,30.3301984
755.75,0.0121593,755.75,0.89622,755.75,2.48856,755.75,30.2361,0.01094337,0.8050724,2.2399440000000004,27.279290000000003,0.012037707,0.88538894,2.4639683999999997,30.015569000000003,0.0121471407,0.8934205940000001,2.4863708399999997,30.289196900000004
756.0,0.0121593,756.0,0.89479,756.0,2.48838,756.0,30.2452,0.01094337,0.806455,2.2396860000000003,27.213400000000004,0.012037707,0.8872435,2.4636725999999998,29.93383,0.0121471407,0.89532235,2.48607126,30.205873
756.25,0.0121593,756.25,0.900512,756.25,2.48838,756.25,30.2671,0.01094337,0.8058832,2.2395419999999997,27.22287,0.012037707,0.8858993199999999,2.4634962,29.942967000000003,0.0121471407,0.893900932,2.48589162,30.2149767
756.5,0.0121593,756.5,0.886683,756.5,2.48838,756.5,30.27,0.01094337,0.8090779,2.2395419999999997,27.24068,0.012037707,0.89136859,2.4634962,29.964458,0.0121471407,0.899597659,2.48589162,30.236835799999998
756.75,0.0121593,756.75,0.897174,756.75,2.48827,756.75,30.2933,0.01094337,0.7990638,2.2395309999999995,27.24533,0.012037707,0.87792108,2.4634951,29.967533,0.0121471407,0.8858068079999999,2.4858915099999996,30.239753299999997
757.0,0.0121593,757.0,0.890021,757.0,2.48791,757.0,30.2643,0.01094337,0.8067413000000001,2.239407,27.26107,0.012037707,0.88813073,2.4633837,29.990077,0.0121471407,0.896269673,2.4857813699999998,30.262977699999997
757.25,0.0121593,757.25,0.891929,757.25,2.48838,757.25,30.2972,0.01094337,0.8012097,2.239166,27.24116,0.012037707,0.8811398699999999,2.4630355999999995,29.961986,0.0121471407,0.8891328869999999,2.4854225599999995,30.2340686
757.5,0.0121593,757.5,0.889544,757.5,2.49077,757.5,30.2304,0.01094337,0.8024975999999999,2.239781,27.2608,0.012037707,0.8829858599999999,2.4635200999999998,29.99356,0.0121471407,0.8910346859999999,2.48589401,30.266836
757.75,0.0121593,757.75,0.890021,757.75,2.48981,757.75,30.2952,0.01094337,0.8006373,2.241597,27.21384,0.012037707,0.88065333,2.4658527,29.928744000000002,0.0121471407,0.8886549330000001,2.48827827,30.2002344
758.0,0.0121593,758.0,0.888114,758.0,2.49506,758.0,30.3024,0.01094337,0.8008282,2.241354,27.266400000000004,0.012037707,0.88110172,2.4649643999999995,29.99232,0.0121471407,0.8891290719999999,2.4873254399999998,30.264912
758.25,0.0121593,758.25,0.888591,758.25,2.48981,758.25,30.3291,0.01094337,0.7993503,2.245029,27.27483,0.012037707,0.87923763,2.4700569000000003,29.999643,0.0121471407,0.887226363,2.4925596899999998,30.272124299999998
758.5,0.0121593,758.5,0.890021,758.5,2.49744,758.5,30.2867,0.01094337,0.7998749,2.241592,27.29195,0.012037707,0.87971939,2.4649881999999996,30.025385,0.0121471407,0.8877038389999999,2.4873278199999995,30.2987285
758.75,0.0121593,758.75,0.889187,758.75,2.49792,758.75,30.2371,0.01094337,0.8009355,2.2477440000000004,27.25307,0.012037707,0.8811124499999999,2.4724704,29.983337000000002,0.0121471407,0.889130145,2.4949430400000003,30.256363699999998
759.0,0.0121593,759.0,0.888114,759.0,2.4984,759.0,30.3053,0.01094337,0.8001609999999999,2.2481760000000004,27.22021,0.012037707,0.8802844,2.4729456,29.935411000000002,0.0121471407,0.88829674,2.49542256,30.206931100000002
759.25,0.0121593,759.25,0.890021,759.25,2.4978,759.25,30.2485,0.01094337,0.7994933,2.2485000000000004,27.26909,0.012037707,0.87925193,2.4734100000000003,30.001678999999996,0.0121471407,0.887227793,2.4959010000000004,30.2749379
759.5,0.0121593,759.5,0.893836,759.5,2.49792,759.5,30.2871,0.01094337,0.8014004,2.248032,27.22751,0.012037707,0.88115894,2.4728231999999997,29.946400999999998,0.0121471407,0.889134794,2.49530232,30.2182901
759.75,0.0121593,759.75,0.901465,759.75,2.49697,759.75,30.248,0.01094337,0.8052153,2.2480330000000004,27.254479999999997,0.012037707,0.8849739299999999,2.4729313,29.983838,0.0121471407,0.8929497929999999,2.49542113,30.2567738
760.0,0.0121593,760.0,0.898604,760.0,2.49649,760.0,30.2458,0.01094337,0.8110324,2.2472250000000003,27.222980000000003,0.012037707,0.89242174,2.4719955,29.945498,0.0121471407,0.900560674,2.49447255,30.2177498
760.25,0.0121593,760.25,0.890975,760.25,2.49387,760.25,30.2445,0.01094337,0.8079807,2.246579,27.22109,0.012037707,0.88954167,2.4714989,29.943329,0.0121471407,0.897697767,2.49399089,30.2155529
760.5,0.0121593,760.5,0.887637,760.5,2.49172,760.5,30.2423,0.01094337,0.8015437000000001,2.244268,27.21983,0.012037707,0.8820318699999999,2.4689098,29.942033,0.0121471407,0.890080687,2.49137398,30.2142533
760.75,0.0121593,760.75,0.886207,760.75,2.49029,760.75,30.2418,0.01094337,0.7987303,2.242405,27.218020000000003,0.012037707,0.87874633,2.4667885,29.939871999999998,0.0121471407,0.886747933,2.4892268499999997,30.2120572
761.0,0.0121593,761.0,0.890021,761.0,2.49363,761.0,30.2571,0.01094337,0.7979677,2.2415950000000002,27.21915,0.012037707,0.8773830699999999,2.4654205,29.939535000000003,0.0121471407,0.885324607,2.48780305,30.211573500000004
761.25,0.0121593,761.25,0.889068,761.25,2.49315,761.25,30.2213,0.01094337,0.8009236,2.244219,27.22781,0.012037707,0.88111126,2.4686889,29.954171000000002,0.0121471407,0.8891300259999999,2.49113589,30.226807100000002
761.5,0.0121593,761.5,0.891452,761.5,2.50078,761.5,30.3076,0.01094337,0.8003996,2.2445980000000003,27.2078,0.012037707,0.8802011599999999,2.4682948,29.919949999999996,0.0121471407,0.8881813159999999,2.49066448,30.191164999999998
761.75,0.0121593,761.75,0.889544,761.75,2.50698,761.75,30.249,0.01094337,0.8021159999999999,2.251322,27.27098,0.012037707,0.8825184,2.4758341999999995,30.003938,0.0121471407,0.8905586400000001,2.4982854199999998,30.2772338
762.0,0.0121593,762.0,0.888591,762.0,2.49744,762.0,30.2337,0.01094337,0.8004943,2.255328,27.22257,0.012037707,0.88063903,2.4818148,29.946357,0.0121471407,0.888653503,2.5044634799999996,30.218735699999996
762.25,0.0121593,762.25,0.890975,762.25,2.49935,762.25,30.2085,0.01094337,0.7999703,2.2478870000000004,27.20781,0.012037707,0.87972893,2.4724847,29.931110999999998,0.0121471407,0.8877047929999999,2.49494447,30.2034411
762.5,0.0121593,762.5,0.886683,762.5,2.49983,762.5,30.2533,0.01094337,0.8014483,2.2494630000000004,27.192130000000002,0.012037707,0.88202233,2.4743613000000004,29.906862999999998,0.0121471407,0.890079733,2.4968511300000005,30.1783363
762.75,0.0121593,762.75,0.887637,762.75,2.49959,762.75,30.2981,0.01094337,0.7981100999999999,2.249823,27.23245,0.012037707,0.87782571,2.4748293,29.951214999999998,0.0121471407,0.8857972709999999,2.4973299300000003,30.223091500000002
763.0,0.0121593,763.0,0.887637,763.0,2.49744,763.0,30.3372,0.01094337,0.7988733,2.249416,27.2722,0.012037707,0.87876063,2.4745726,29.995510000000003,0.0121471407,0.886749363,2.49708826,30.267841
763.25,0.0121593,763.25,0.892882,763.25,2.50174,763.25,30.3477,0.01094337,0.7993978,2.2481260000000005,27.30453,0.012037707,0.87881308,2.4725086,30.033933,0.0121471407,0.8867546079999999,2.49494686,30.306873299999996
763.5,0.0121593,763.5,0.890975,763.5,2.49554,763.5,30.3501,0.01094337,0.8034031,2.250946,27.313170000000003,0.012037707,0.8839341099999999,2.4766606,30.044247,0.0121471407,0.8919872109999999,2.4992320599999998,30.3173547
763.75,0.0121593,763.75,0.895267,763.75,2.50174,763.75,30.3296,0.01094337,0.8023067,2.2466060000000003,27.31304,0.012037707,0.8821081699999999,2.4706466,30.046394,0.0121471407,0.8900883169999999,2.49305066,30.3197294
764.0,0.0121593,764.0,0.897651,764.0,2.50269,764.0,30.3963,0.01094337,0.8059787,2.251661,27.30331,0.012037707,0.88633817,2.4767321,30.026971,0.0121471407,0.894374117,2.49923921,30.2993371
764.25,0.0121593,764.25,0.896697,764.25,2.49935,764.25,30.3687,0.01094337,0.8077905000000001,2.252087,27.353910000000003,0.012037707,0.88866495,2.4776297,30.092061,0.0121471407,0.8967523949999999,2.5001839699999997,30.3658761
764.5,0.0121593,764.5,0.89479,764.5,2.50221,764.5,30.3944,0.01094337,0.8068366,2.2497010000000004,27.3344,0.012037707,0.8877109599999999,2.4743851,30.06527,0.0121471407,0.895798396,2.49685351,30.338357
764.75,0.0121593,764.75,0.892882,764.75,2.50555,764.75,30.3644,0.01094337,0.8051202,2.252323,27.351960000000002,0.012037707,0.88582302,2.4772212999999996,30.090156,0.0121471407,0.893893302,2.49971113,30.363975600000003
765.0,0.0121593,765.0,0.89479,765.0,2.5046,765.0,30.3324,0.01094337,0.8037846000000001,2.2549,27.32476,0.012037707,0.8839722599999998,2.480485,30.060436,0.0121471407,0.8919910259999999,2.5030435,30.3340036
765.25,0.0121593,765.25,0.891929,765.25,2.50424,765.25,30.3982,0.01094337,0.8050249,2.254104,27.30574,0.012037707,0.88581349,2.4795504,30.029734,0.0121471407,0.8938923489999999,2.50209504,30.302133400000002
765.5,0.0121593,765.5,0.894313,765.5,2.50439,765.5,30.332,0.01094337,0.8029744999999999,2.253831,27.35176,0.012037707,0.88303355,2.4791990999999998,30.093556,0.0121471407,0.8910394549999999,2.50173591,30.3677356
765.75,0.0121593,765.75,0.889068,765.75,2.5046,765.75,30.3739,0.01094337,0.8043572,2.2539719999999996,27.30299,0.012037707,0.88531742,2.4793482,30.029099000000002,0.0121471407,0.8934134420000001,2.50188582,30.3017099
766.0,0.0121593,766.0,0.894313,766.0,2.50412,766.0,30.3229,0.01094337,0.8006857000000001,2.254092,27.33141,0.012037707,0.8802297699999999,2.4795491999999997,30.069651,0.0121471407,0.888184177,2.50209492,30.3434751
766.25,0.0121593,766.25,0.890021,766.25,2.50364,766.25,30.2228,0.01094337,0.8044525,2.25366,27.2806,0.012037707,0.8853269500000001,2.4790739999999998,30.01867,0.0121471407,0.8934143950000001,2.5016153999999995,30.292476999999998
766.5,0.0121593,766.5,0.896697,766.5,2.50174,766.5,30.414,0.01094337,0.8016865,2.253086,27.219640000000002,0.012037707,0.88118755,2.4785846,29.922484,0.0121471407,0.889137655,2.50113446,30.1927684
766.75,0.0121593,766.75,0.893359,766.75,2.50221,766.75,30.3515,0.01094337,0.8066935,2.251613,27.36635,0.012037707,0.88769665,2.4767273,30.109235,0.0121471407,0.8957969650000001,2.4992387299999996,30.383523500000003
767.0,0.0121593,767.0,0.902419,767.0,2.50078,767.0,30.3887,0.01094337,0.8049291,2.251846,27.320070000000005,0.012037707,0.88451601,2.4771735999999995,30.048357,0.0121471407,0.892474701,2.49970636,30.321185700000004
767.25,0.0121593,767.25,0.893359,767.25,2.50031,767.25,30.291,0.01094337,0.8112711,2.250655,27.34006,0.012037707,0.8933042099999999,2.4757675,30.083836,0.0121471407,0.901507521,2.49827875,30.3582136
767.5,0.0121593,767.5,0.903373,767.5,2.49983,767.5,30.4059,0.01094337,0.8050245,2.250231,27.27339,0.012037707,0.88452555,2.4753020999999995,29.989239,0.0121471407,0.892475655,2.49780921,30.260823900000002
767.75,0.0121593,767.75,0.900035,767.75,2.50042,767.75,30.3649,0.01094337,0.8127019,2.249906,27.36121,0.012037707,0.89430589,2.4748376000000003,30.101431,0.0121471407,0.902466289,2.49733076,30.375453099999998
768.0,0.0121593,768.0,0.892882,768.0,2.50078,768.0,30.2514,0.01094337,0.8093162,2.250414,27.317059999999998,0.012037707,0.89096312,2.4754194,30.060115999999997,0.0121471407,0.899127812,2.49791994,30.3344216
768.25,0.0121593,768.25,0.889068,768.25,2.50078,768.25,30.3363,0.01094337,0.8032124,2.250702,27.23475,0.012037707,0.8839150399999999,2.4757721999999998,29.949735,0.0121471407,0.8919853039999999,2.4982792199999997,30.2212335
768.5,0.0121593,768.5,0.894313,768.5,2.49935,768.5,30.404,0.01094337,0.8006857000000001,2.250559,27.309440000000002,0.012037707,0.8802297699999999,2.4757578999999996,30.033614,0.0121471407,0.888184177,2.4982777899999995,30.306031400000002
768.75,0.0121593,768.75,0.892882,768.75,2.50078,768.75,30.3062,0.01094337,0.8047386000000001,2.2495580000000004,27.353820000000002,0.012037707,0.88535556,2.4743708000000004,30.098982,0.0121471407,0.893417256,2.4968520800000005,30.3734982
769.0,0.0121593,769.0,0.898604,769.0,2.49983,769.0,30.4087,0.01094337,0.804166,2.250607,27.28583,0.012037707,0.8840103999999999,2.4757626999999998,30.004163,0.0121471407,0.89199484,2.4982782699999997,30.275996300000003
769.25,0.0121593,769.25,0.891929,769.25,2.49697,769.25,30.352,0.01094337,0.8080761,2.2495610000000004,27.362160000000003,0.012037707,0.8895512099999999,2.4748031000000004,30.104046,0.0121471407,0.897698721,2.49732731,30.378234600000003
769.5,0.0121593,769.5,0.886683,769.5,2.50126,769.5,30.3663,0.01094337,0.8022115,2.2477020000000003,27.31823,0.012037707,0.8829572499999999,2.4720432,30.048623000000003,0.0121471407,0.891031825,2.49447732,30.3216623
769.75,0.0121593,769.75,0.890021,769.75,2.50507,769.75,30.3444,0.01094337,0.7983484999999999,2.251515,27.32748,0.012037707,0.87784955,2.4762854999999995,30.062417999999997,0.0121471407,0.8857996549999999,2.49876255,30.335911799999998
770.0,0.0121593,770.0,0.893359,770.0,2.50221,770.0,30.3858,0.01094337,0.8013527,2.254277,27.3141,0.012037707,0.88115417,2.4799907,30.04137,0.0121471407,0.8891343169999999,2.5025620699999997,30.314097
770.25,0.0121593,770.25,0.893359,770.25,2.50317,770.25,30.414,0.01094337,0.8040231,2.252085,27.35004,0.012037707,0.88442541,2.4771974999999995,30.082223999999997,0.0121471407,0.892465641,2.49970875,30.355442399999998
770.5,0.0121593,770.5,0.895267,770.5,2.50317,770.5,30.4016,0.01094337,0.8042139,2.252853,27.371360000000003,0.012037707,0.8844444899999999,2.4781383,30.109736,0.0121471407,0.892467549,2.5006668299999997,30.383573600000002
770.75,0.0121593,770.75,0.899558,770.75,2.50031,770.75,30.369,0.01094337,0.8061694,2.252567,27.358179999999997,0.012037707,0.88635724,2.4781097,30.097257999999997,0.0121471407,0.894376024,2.5006639699999997,30.371165799999996
771.0,0.0121593,771.0,0.899558,771.0,2.50007,771.0,30.3167,0.01094337,0.8096021999999999,2.250255,27.32687,0.012037707,0.89056242,2.4753044999999996,30.064787,0.0121471407,0.898658442,2.49780945,30.3385787
771.25,0.0121593,771.25,0.896697,771.25,2.49935,771.25,30.3439,0.01094337,0.8093161,2.249991,27.287750000000003,0.012037707,0.89053381,2.4750620999999997,30.013804999999998,0.0121471407,0.898655581,2.49756921,30.286410500000002
771.5,0.0121593,771.5,0.891452,771.5,2.49744,771.5,30.3167,0.01094337,0.8065028,2.2492240000000003,27.306790000000003,0.012037707,0.88767758,2.4743374000000005,30.040189,0.0121471407,0.895795058,2.4968487400000003,30.3135289
771.75,0.0121593,771.75,0.897174,771.75,2.49983,771.75,30.3553,0.01094337,0.802879,2.2479350000000005,27.288890000000002,0.012037707,0.8825947,2.4724895,30.013918999999998,0.0121471407,0.8905662700000001,2.4949449500000003,30.2864219
772.0,0.0121593,772.0,0.90385,772.0,2.49601,772.0,30.3844,0.01094337,0.8081242000000001,2.2494650000000003,27.322680000000002,0.012037707,0.8882690200000001,2.4747935,30.052038,0.0121471407,0.8962835020000001,2.4973263500000003,30.3249738
772.25,0.0121593,772.25,0.906234,772.25,2.50126,772.25,30.3783,0.01094337,0.8137034000000001,2.2469340000000004,27.345350000000003,0.012037707,0.89483534,2.4711024,30.080495,0.0121471407,0.902948534,2.49351924,30.3540095
772.5,0.0121593,772.5,0.894313,772.5,2.49506,772.5,30.382,0.01094337,0.8144184999999999,2.250514,27.34084,0.012037707,0.8970524499999999,2.4761854,30.074554,0.0121471407,0.905315845,2.49875254,30.3479254
772.75,0.0121593,772.75,0.900035,772.75,2.50031,772.75,30.3916,0.01094337,0.8054539000000001,2.2460790000000004,27.34476,0.012037707,0.88542709,2.4701619,30.078276,0.0121471407,0.8934244090000001,2.49257019,30.3516276
773.0,0.0121593,773.0,0.895267,773.0,2.4984,773.0,30.3777,0.01094337,0.8095547000000001,2.250088,27.35105,0.012037707,0.89098697,2.4752878,30.087545,0.0121471407,0.899130197,2.49780778,30.3611945
773.25,0.0121593,773.25,0.895743,773.25,2.50507,773.25,30.3572,0.01094337,0.8057879000000001,2.2492270000000003,27.337880000000002,0.012037707,0.8863190900000001,2.4734827000000004,30.073718,0.0121471407,0.894372209,2.49590827,30.3473018
773.5,0.0121593,773.5,0.895624,773.5,2.49697,773.5,30.4025,0.01094337,0.8061568,2.253753,27.32601,0.012037707,0.8867843799999999,2.4799382999999997,30.054081,0.0121471407,0.894847138,2.5025568299999996,30.326888099999998
773.75,0.0121593,773.75,0.896429,773.75,2.50317,773.75,30.2819,0.01094337,0.8061421000000001,2.2478930000000004,27.350189999999998,0.012037707,0.88667581,2.4720622999999997,30.097269,0.0121471407,0.894729181,2.49447923,30.3719769
774.0,0.0121593,774.0,0.896697,774.0,2.5065,774.0,30.3796,0.01094337,0.8068129,2.253186,27.26348,0.012037707,0.8874673900000001,2.4781716,29.980058,0.0121471407,0.895532839,2.50067016,30.251715800000003
774.25,0.0121593,774.25,0.897651,774.25,2.50031,774.25,30.332,0.01094337,0.8071227,2.255231,27.33688,0.012037707,0.8877395699999999,2.4813731,30.075328,0.0121471407,0.895801257,2.50398731,30.3491728
774.5,0.0121593,774.5,0.900869,774.5,2.50126,774.5,30.3696,0.01094337,0.8082077000000001,2.250374,27.30256,0.012037707,0.88870667,2.4753163999999996,30.029056,0.0121471407,0.896756567,2.49781064,30.3017056
774.75,0.0121593,774.75,0.904326,774.75,2.50317,774.75,30.3634,0.01094337,0.8111278000000001,2.251325,27.332019999999996,0.012037707,0.89189488,2.4762664999999995,30.065842,0.0121471407,0.8999715880000001,2.49876065,30.339224199999997
775.0,0.0121593,775.0,0.904803,775.0,2.50555,775.0,30.345,0.01094337,0.8139411,2.253091,27.325219999999998,0.012037707,0.89528751,2.4781621,30.059582,0.0121471407,0.903422151,2.50066921,30.3330182
775.25,0.0121593,775.25,0.903492,775.25,2.50555,775.25,30.3272,0.01094337,0.8141916,2.254995,27.30872,0.012037707,0.89574186,2.4804945,30.041372,0.0121471407,0.9038968860000001,2.50304445,30.3146372
775.5,0.0121593,775.5,0.902419,775.5,2.50221,775.5,30.3196,0.01094337,0.8130354999999999,2.254661,27.29372,0.012037707,0.89444635,2.4804611,30.023852,0.0121471407,0.902587435,2.50304111,30.296865200000003
775.75,0.0121593,775.75,0.902419,775.75,2.50364,775.75,30.3048,0.01094337,0.8121771,2.252132,27.286160000000002,0.012037707,0.89339481,2.4772022,30.016256000000002,0.0121471407,0.901516581,2.49970922,30.289265600000004
776.0,0.0121593,776.0,0.90385,776.0,2.51413,776.0,30.3081,0.01094337,0.8123202,2.254325,27.27465,0.012037707,0.89340912,2.4787085,30.001784999999998,0.0121471407,0.901518012,2.50114685,30.2744985
776.25,0.0121593,776.25,0.901465,776.25,2.50221,776.25,30.3096,0.01094337,0.8132265000000001,2.2615250000000002,27.277440000000002,0.012037707,0.8947876499999999,2.4888695000000003,30.005034000000002,0.0121471407,0.902943765,2.5116039500000005,30.2777934
776.5,0.0121593,776.5,0.903373,776.5,2.51032,776.5,30.349,0.01094337,0.8115093,2.2528,27.28258,0.012037707,0.8924694299999999,2.4772689999999997,30.006898,0.0121471407,0.900565443,2.4997159,30.2793298
776.75,0.0121593,776.75,0.901465,776.75,2.5108,776.75,30.3911,0.01094337,0.8128449,2.2593360000000002,27.31831,0.012037707,0.8943201900000001,2.4852216,30.045931,0.0121471407,0.902467719,2.5078101600000005,30.3186931
777.0,0.0121593,777.0,0.901465,777.0,2.50793,777.0,30.3873,0.01094337,0.8113184999999999,2.259433,27.35161,0.012037707,0.89245035,2.4856633,30.087151000000002,0.0121471407,0.900563535,2.5082863300000002,30.3607051
777.25,0.0121593,777.25,0.896339,777.25,2.51509,777.25,30.3734,0.01094337,0.8108059,2.2578530000000003,27.347179999999998,0.012037707,0.89239909,2.4829223000000002,30.083288,0.0121471407,0.900558409,2.50542923,30.3568988
777.5,0.0121593,777.5,0.891929,777.5,2.51127,777.5,30.3673,0.01094337,0.8062641,2.2631989999999997,27.33545,0.012037707,0.88733151,2.4899009,30.069605000000003,0.0121471407,0.8954382510000001,2.51257109,30.3430205
777.75,0.0121593,777.75,0.890498,777.75,2.51366,777.75,30.4149,0.01094337,0.802593,2.2603820000000003,27.335330000000003,0.012037707,0.8829954,2.4861812,30.064103,0.0121471407,0.8910356399999999,2.5087611200000004,30.336980299999997
778.0,0.0121593,778.0,0.897651,778.0,2.51318,778.0,30.4031,0.01094337,0.8021635,2.2622459999999998,27.37223,0.012037707,0.88166455,2.4885185999999995,30.110633,0.0121471407,0.889614655,2.5111458599999996,30.3844733
778.25,0.0121593,778.25,0.89622,778.25,2.51378,778.25,30.4097,0.01094337,0.8077428000000001,2.261922,27.36345,0.012037707,0.88866018,2.4880542,30.099134999999997,0.0121471407,0.8967519179999999,2.5106674200000003,30.372703499999997
778.5,0.0121593,778.5,0.89479,778.5,2.51461,778.5,30.4207,0.01094337,0.806455,2.2624850000000003,27.369830000000004,0.012037707,0.8872435,2.4886505000000003,30.105713,0.0121471407,0.89532235,2.51126705,30.3793013
778.75,0.0121593,778.75,0.900512,778.75,2.51366,778.75,30.4345,0.01094337,0.8058832,2.263054,27.380010000000002,0.012037707,0.8858993199999999,2.4894543999999996,30.116630999999998,0.0121471407,0.893900932,2.51209444,30.3902931
779.0,0.0121593,779.0,0.897174,779.0,2.50603,779.0,30.4459,0.01094337,0.810127,2.2615309999999997,27.39219,0.012037707,0.8914735,2.4884470999999997,30.130269,0.0121471407,0.89960815,2.51113871,30.404076900000003
779.25,0.0121593,779.25,0.901942,779.25,2.51175,779.25,30.4317,0.01094337,0.8079334,2.255999,27.399890000000003,0.012037707,0.88824994,2.4810269000000003,30.141299,0.0121471407,0.8962815940000001,2.5035296899999997,30.415439900000003
779.5,0.0121593,779.5,0.901465,779.5,2.50603,779.5,30.4168,0.01094337,0.8117001,2.260003,27.38704,0.012037707,0.89291781,2.4865753,30.127233999999998,0.0121471407,0.9010395809999999,2.5092325300000002,30.401253399999998
779.75,0.0121593,779.75,0.900989,779.75,2.50889,779.75,30.4297,0.01094337,0.8112708999999999,2.255713,27.37641,0.012037707,0.8924455899999999,2.4809983,30.112761,0.0121471407,0.900563059,2.5035268299999998,30.3863961
780.0,0.0121593,780.0,0.900512,780.0,2.51318,780.0,30.3758,0.01094337,0.8108424000000001,2.25843,27.38134,0.012037707,0.8919743400000001,2.483844,30.124864,0.0121471407,0.900087534,2.5063854,30.3992164
